PIN_NUM,Permit Type Mapped,Work Class,Proposed Work Description,Applied Date,Issued Date,Estimated Project Cost,CO Issued Date,Month Issued,Year Issued,Current Status,Permit Number
0797696604,Building,Alteration/Repairs,Master Bathroom Renovation. Replace countertop on double vanity. Replace plumbing fixtures. Remove e,7/31/2023,8/7/2023,6675.52,,8,2023,Expired-Closed,BLDR-038062-2023
0797696604,Building,Alteration/Repairs,"We will be remodeling the bathroom at 8116 Bluffridge Drive. We'll replace the vanity, toilet and ba",1/10/2024,2/14/2024,2902.4,,2,2024,Complete,BLDR-001776-2024
0797696357,Building,Other,SCREEN IN PART OF EXISTING DECK,8/7/2007,,14078,,,,REVIEW IN PROGRESS,068884
0797656069,Building,Alterations/repairs,COVER EXISTING STOOP,4/9/2013,4/9/2013,4000,41477.4959,4,2013,INACTIVE (INSPECTIONS COMPLETED),105889
0797656069,Building,Alterations/repairs,REMODEL,10/24/2014,10/24/2014,47750,42011.58694,10,2014,INACTIVE (INSPECTIONS COMPLETED),117750
0797650672,Building,Alterations/repairs,REM LOAD BRN WLL INST BEAM PIER FT MVE RCP SW,10/17/2018,10/24/2018,5400,,10,2018,ACTIVE  (ISSUED),153031
0797650672,Building,Alteration/Repairs,SCREEN PORCH 282 SQ FT,7/10/2018,7/18/2018,0,,7,2018,Complete,150623
0797650672,Building,Alteration/Repairs,REPLACE EXTERIOR DOORS/WINDOWS,7/10/2018,7/18/2018,0,43299,7,2018,Complete,150655
0797648426,Building,Alterations/repairs,ROOF & EXPAND FRONT STOOP,5/3/2010,5/3/2010,7000,40413.51223,5,2010,INACTIVE (INSPECTIONS COMPLETED),086167
0797648426,Building,Other,INSTLL SCREEN PORCH ON EXISTING DECK,2/17/2005,2/17/2005,14000,,2,2005,INACTIVE (INSPECTIONS COMPLETED),044244
0797648426,Building,Alteration/Repairs,Kitchen remodel to include: Removal of all existing finishes. Removal of wall between kitchen and di,10/21/2025,10/29/2025,31046,,10,2025,Complete,BLDR-048376-2025
0797641086,Building,Alteration/Repairs,REMOVE & REPLACE GIRDER,12/1/2017,12/4/2017,0,43073,12,2017,Complete,145290
0797637170,Building,Other,REMOVE OLD DECK & INSTALL COVERED PORCH,10/8/2008,10/8/2008,29000,,10,2008,INACTIVE (INSPECTIONS COMPLETED),078132
0797635131,Building,Alteration/Repairs,INTERIOR RENOVATION,9/6/2017,9/6/2017,0,42984,9,2017,Complete,143048
0797622507,Building,Alteration/Repairs,"Remodel master bathroom: change fixtures, tub to shower conversion, new vanity and sink, move lighti",7/16/2025,7/28/2025,4765.2,,7,2025,Complete,BLDR-032558-2025
0797622507,Building,Alteration/Repairs,"Remodel hall full bath: change fixtures, tub to shower  conversion, new vanity and sink, move vanity",12/12/2025,1/2/2026,4765.2,,1,2026,Issued,BLDR-055965-2025
0797618955,Building,New Single Family Dwelling,"New Single Family Dwelling---Not infill---
Crawl Space
Screened Porch
Verify Soffits",3/24/2023,5/10/2023,304341.08,,5,2023,Complete,BLDR-013979-2023
0797618867,Building,New Single Family Dwelling,"New Single Family Dwelling
Jean Drive Cottages Lot 12
Crawl
Includes rear screen porch
Verify soffit",3/22/2023,5/1/2023,304341.08,,5,2023,Complete,BLDR-013547-2023
0797605837,Building,Other,SCREEN PORCH OVER EXISTING DECK,6/13/2006,9/19/2006,20000,,9,2006,INACTIVE (INSPECTIONS COMPLETED),057630
0797598921,Building,Other,ADD SCREENED PORCH,8/12/2004,8/12/2004,25000,,8,2004,INACTIVE (INSPECTIONS COMPLETED),039609
0797552346,Building,NON-CONSTRUCTION INSPECTION,FIRE DAMAGE INSPECTION,6/27/2017,6/27/2017,0,,6,2017,INACTIVE (INSPECTIONS COMPLETED),141348
0797552346,Building,Alteration/Repairs,REPAIR FIRE DAMAGE,7/7/2017,7/7/2017,0,42923,7,2017,Complete,141611
0797552251,Building,Other,6X12 DECK,6/28/2017,7/6/2017,750,,7,2017,INACTIVE (INSPECTIONS COMPLETED),141381
0797552251,Building,Addition,ADDITION,6/28/2017,7/6/2017,0,42922,7,2017,Complete,141373
0797552047,Building,Alterations/repairs,"REPLACE SIDING, GUTTERS, WINDOWS",11/15/2013,11/26/2013,25742,,11,2013,INACTIVE (INSPECTIONS COMPLETED),110756
0797552047,Building,Alteration/Repairs,"Replace Expired Permit:110756:REPLACE SIDING, WIND",7/2/2015,7/2/2015,0,42187,7,2015,Complete,123360
0797513101,Building,Alterations/repairs,"MOVIE ELECTRIC SWITCHES,  ICE MAKER,  CABINETS",6/19/2012,6/19/2012,5600,41151.52714,6,2012,INACTIVE (INSPECTIONS COMPLETED),100092
0797510466,Building,Addition,SUNROOM ADDITION 14 X 18,5/30/2013,6/3/2013,35000,41514.50652,6,2013,INACTIVE (INSPECTIONS COMPLETED),107012
0797482599,Building,Addition,REPLACE EXIST. GARAGE WITH NEW,1/22/2010,1/22/2010,143000,40311.49269,1,2010,INACTIVE (INSPECTIONS COMPLETED),084581
0797482599,Building,Alterations/repairs,KITCHEN RENOVATIONS,9/25/2002,9/25/2002,30000,37585.64873,9,2002,INACTIVE (INSPECTIONS COMPLETED),022606
0797454972,Building,Alterations/repairs,ADDING ADDITIONAL INSULATION IN ATTIC,6/23/2015,7/27/2015,1044,42222.48829,7,2015,INACTIVE (INSPECTIONS COMPLETED),123131
0797454972,Building,Alterations/repairs,ADDING  INSULATION IN ATTIC,5/28/2015,,1044,,,,PENDING PICKUP (FINAL REVIEW DONE),122467
0797409359,Building,Alteration/Repairs,-*** 4/30/2024 (John Williams)- Final inspection completed on 2/6/2020. ***-  INTERIOR RENOVATION: R,12/12/2019,12/19/2019,56452,,12,2019,Complete,BLDR-027426-2019
0797399266,Building,Addition,2 NSTALL GARAGE W/FINISH BONUS RM,5/30/2014,6/3/2014,105000,42031.53345,6,2014,INACTIVE (INSPECTIONS COMPLETED),114387
0797397226,Building,Alterations/repairs,KITCHEN RENOVATIONS,2/16/2006,2/16/2006,23135,,2,2006,INACTIVE (INSPECTIONS COMPLETED),053996
0797395033,Building,Addition,EXTENDING BEDROOM,8/21/2000,8/21/2000,100000,39345.77824,8,2000,INACTIVE (INSPECTIONS COMPLETED),004017
0797395033,Building,Accessory Structure,ACCESSORY BUILDING ON REAR OF PROPERTY,5/6/2016,6/15/2016,0,,6,2016,Complete,131061
0797394831,Building,Alterations/repairs,MSTR BATH REMODEL,10/21/2014,10/21/2014,4000,42048.54251,10,2014,INACTIVE (INSPECTIONS COMPLETED),117627
0797394831,Building,Deck/Porch,"Screen Porch 16'x12' Open Deck (oddly shaped) 16'x16' and 10'-2.5""x8.5'",8/14/2023,9/13/2023,81300,,9,2023,Complete,BLDR-040465-2023
0797394831,Building,Alteration/Repairs,"We will encapsulate, replace insulation, and seal all vents and perforations in the crawlspace. We
w",8/8/2024,8/20/2024,11000,,8,2024,Issued,BLDR-039786-2024
0797389705,Building,Alterations/repairs,STABILIZE FOUNDATION,5/13/2016,,1125,,,,REVIEW IN PROGRESS,131277
0797389572,Building,Alterations/repairs,KITCHEN RENOVATION,7/29/2014,7/29/2014,27445,42270.51922,7,2014,INACTIVE (INSPECTIONS COMPLETED),115801
0797389572,Building,Addition,DECK & 3 SEASON PORCH,12/15/2000,12/15/2000,13342,36963.66729,12,2000,INACTIVE (INSPECTIONS COMPLETED),006568
0797378793,Building,Addition,ADDITION (TC-2-16),11/6/2017,11/21/2017,38549,43060,11,2017,Complete,144511
0797378793,Building,Alteration/Repairs,BUILD STAIRS FOR EXISTING DECK,11/6/2017,11/21/2017,0,43060,11,2017,Complete,144548
0797378793,Building,Alteration/Repairs,"Kitchen Remodel adding bathroom fixtures
- Electric; Update outlets, new lighting , new can lights,",2/7/2025,2/19/2025,24643.5,,2,2025,Complete,BLDR-005809-2025
0797378243,Building,Alterations/repairs,KITCHEN REMODEL,7/22/2015,7/22/2015,65000,42342.54007,7,2015,INACTIVE (INSPECTIONS COMPLETED),123834
0797377246,Building,Addition,"Install a new sunroom addition and modify existing deck. Also, remodel existing master bath with new",1/11/2022,3/14/2022,49904.64,,3,2022,Complete,BLDR-001872-2022
0797375660,Building,Alteration/Repairs,Kitchen & Powder Room Remodel; No framing or insulation work to be done.,5/28/2025,6/13/2025,65400,,6,2025,Complete,BLDR-023711-2025
0797374472,Building,Alteration/Repairs,MASTER BATH REMODEL,7/19/2019,7/30/2019,5234.64,,7,2019,Complete,BLDR-003460-2019
0797357393,Building,Alterations/repairs,RENOVATE MASTER BATH,6/1/2017,6/1/2017,19000,42957.51966,6,2017,INACTIVE (INSPECTIONS COMPLETED),140734
0797357393,Building,Alteration/Repairs,Foundation repair/Chimney Stabilization using the installation of 2 helical piers. Repair will not a,12/20/2021,1/4/2022,4200,,1,2022,Complete,BLDR-060471-2021
0797355773,Building,Alterations/repairs,REPLACE DECK,4/8/2002,4/8/2002,1000,,4,2002,INACTIVE (INSPECTIONS COMPLETED),018130
0797343810,Building,NON-CONSTRUCTION INSPECTION,Misc. Inspection,4/13/2015,4/13/2015,0,,4,2015,INACTIVE (INSPECTIONS COMPLETED),121146
0797340464,Building,Other,16 X 15 ROOF OVER PATIO,11/15/2011,11/15/2011,10800,,11,2011,INACTIVE (INSPECTIONS COMPLETED),096171
0797328214,Building,Alteration/Repairs,"Renovate the existing kitchen including replacing cabinets, tops, plumbing, electrical and mechanica",10/19/2022,10/21/2022,15805,,10,2022,Complete,BLDR-052801-2022
0797328214,Building,Alteration/Repairs,Convert part of existing garage into a mudroom space with electrical and mechanical work,10/19/2022,10/25/2022,4741.5,,10,2022,Complete,BLDR-052793-2022
0797310851,Building,Alterations/repairs,BATHROOM REMODEL,5/22/2018,5/22/2018,1431,,5,2018,ACTIVE  (ISSUED),149256
0797310851,Building,Alteration/Repairs,BATHROOM REMODEL & CLOSET EXPANSION,10/1/2015,10/1/2015,0,42278,10,2015,Complete,125817
0797309637,Building,Alteration/Repairs,Kitchen remodel- addition of island,3/27/2023,3/29/2023,17259.06,,3,2023,Complete,BLDR-014234-2023
0797309637,Building,Addition,"Addition on rear of existing home. One story addition with primary bedroom, bath, deck and office/la",10/24/2025,2/4/2026,106422.8,,2,2026,Issued,BLDR-048894-2025
0797309524,Building,Alterations/repairs,BATHROOM REMODEL,11/8/2017,11/8/2017,5725,43130.53868,11,2017,INACTIVE (INSPECTIONS COMPLETED),144604
0797309524,Building,Deck/Porch,Remove existing wood deck and install proposed screened in porch.,12/5/2022,1/7/2023,60000,,1,2023,Complete,BLDR-060378-2022
0797288589,Building,Other,REBUILD EXISTING 30 X 14 DECK,6/16/2009,6/23/2009,7000,,6,2009,INACTIVE (INSPECTIONS COMPLETED),081454
0797288589,Building,Alteration/Repairs,REPLACE GIRDERS/SUBFLOOR/FOOTINGS,12/20/2017,12/20/2017,0,43089,12,2017,Complete,145651
0797283235,Building,Other,NEW DECK 21X12,12/22/2015,12/22/2015,4800,,12,2015,ACTIVE  (ISSUED),127719
0797278379,Building,Other,DECK,10/3/2011,10/4/2011,2000,,10,2011,INACTIVE (INSPECTIONS COMPLETED),095426
0797278379,Building,New Building,SFD,2/4/2011,4/11/2011,354960,40830.49918,4,2011,INACTIVE (INSPECTIONS COMPLETED),090656
0797248996,Building,Alterations/repairs,KITCHEN REMODEL,3/15/2013,3/15/2013,10000,41403.50566,3,2013,INACTIVE (INSPECTIONS COMPLETED),105322
0797246257,Building,Addition,SUNROOM,5/19/2004,5/19/2004,28000,38209.52353,5,2004,INACTIVE (INSPECTIONS COMPLETED),036943
0797245399,Building,Alterations/repairs,REPLACE SIDEING AND FLASHING/PAPER WRAP,2/18/2011,2/18/2011,14200,,2,2011,INACTIVE (INSPECTIONS COMPLETED),090825
0797245399,Building,Accessory Structure,1 1/2 STORY GARAGE W/ DORMER,10/22/2015,10/29/2015,0,,10,2015,Complete,126288
0797243576,Building,Alterations/repairs,KITCHEN REMODEL,1/31/2014,2/4/2014,17000,41835.5013,2,2014,INACTIVE (INSPECTIONS COMPLETED),112000
0797243576,Building,Alteration/Repairs,SHED,3/29/2017,3/31/2017,0,,3,2017,Complete,139278
0797242940,Building,Other - Resd,DECK,3/23/2018,3/28/2018,6975,,3,2018,ACTIVE  (ISSUED),147780
0797242940,Building,Other - Resd,ADDING SQ FEET TO EXISTING DECK,4/10/2018,4/11/2018,4100,,4,2018,ACTIVE  (ISSUED),148205
0797242940,Building,Other - Resd,RAMP/DRIVEWAY,4/11/2018,4/16/2018,5000,,4,2018,ACTIVE  (ISSUED),148253
0797242940,Building,Addition,ATTACHED GARAGE ADDITION,4/12/2018,4/20/2018,26717,,4,2018,ACTIVE  (ISSUED),148257
0797242940,Building,Other - Resd,HOT TUB ON PAD,6/14/2018,,0,,,,REVIEW IN PROGRESS,149976
0797242940,Building,Alterations/repairs,KITCHEN REMODEL,6/22/2018,6/22/2018,5153,,6,2018,ACTIVE  (ISSUED),150214
0797242940,Building,Deck/Porch,"REMOVE EXISTING RAMP AND FRONT STOOP STEPS, CONSTRUCT NEW SCREENED PORCH 24X10 PER APPENDIX M WITH C",1/26/2021,2/22/2021,18000,,2,2021,Expired-Closed,BLDR-003618-2021
0797242940,Building,Alteration/Repairs,SUNROOM,4/12/2018,4/16/2018,0,,4,2018,Complete,148295
0797237844,Building,Accessory Structure,REPLACE STORM DAMAGE 12X20 SHED,10/5/2021,11/13/2021,10315.2,,11,2021,Complete,BLDR-047994-2021
0797237844,Building,Addition,"Move front wall increasing heated square footage by 115 sf 4' 7""  x 25"".  Adding new roof line to ch",4/18/2022,4/30/2022,12585.6,,4,2022,Complete,BLDR-020794-2022
0797234064,Building,Alterations/repairs,FINISH OFF BASEMENT,9/19/2002,9/19/2002,15000,37687.65374,9,2002,INACTIVE (INSPECTIONS COMPLETED),022488
0797234064,Building,New Building,SFD,1/15/2002,4/10/2002,175000,37687.65374,4,2002,INACTIVE (INSPECTIONS COMPLETED),016037
0797233334,Building,Alteration/Repairs,Install crawlspace encapsulation and install circuit and GFI protected outlet as indicated.,5/9/2024,5/17/2024,12345.32,,5,2024,Expired-Closed,BLDR-022564-2024
0797230727,Building,Alterations/repairs,"SEAL CRAWL, GFI OUTLET, VENT",3/29/2012,3/29/2012,3478,41011.50823,3,2012,INACTIVE (INSPECTIONS COMPLETED),098518
0797230727,Building,Deck/Porch,Construct new 14x14 covered screened porch on back of house,3/23/2024,6/13/2024,35000,,6,2024,Complete,BLDR-013902-2024
0797230727,Building,Alteration/Repairs,Remove old concrete drive way and replace with new concrete drive way.,7/1/2024,,16905,,,,Submitted - Online,BLDR-032620-2024
0797230727,Building,Alteration/Repairs,"Remove and replace existing concrete driveway, like for like.",7/8/2024,,16905,,,,Submitted - Online,BLDR-033563-2024
0797218674,Building,Addition,"MASTER SUITE , SCREEN PORCH & DECK",9/21/2006,9/21/2006,170000,39121.57188,9,2006,INACTIVE (INSPECTIONS COMPLETED),060392
0797217752,Building,Other,DECK AROUND POOL,5/5/2015,5/6/2015,6500,,5,2015,INACTIVE (INSPECTIONS COMPLETED),121823
0797217752,Building,Other,ABOVE GROUND POOL,11/4/2014,11/6/2014,12500,,11,2014,ACTIVE  (ISSUED),117957
0797217752,Building,Alterations/repairs,FRONT PORCH ROOF,8/4/2003,8/4/2003,2500,37853.51122,8,2003,INACTIVE (INSPECTIONS COMPLETED),029905
0797217752,Building,Pool/Spa,Replace existing pool with exact same model/size pool due to age,4/5/2022,,0,,0,0,In Review,BLDR-018544-2022
0797217752,Building,Alteration/Repairs,REPLACE EXISTING WALL/LINER FOR ABOVE GROUND POOL,4/26/2022,5/4/2022,11610,,5,2022,Complete,BLDR-022414-2022
0797200573,Building,Alteration/Repairs,Bathroom remodel,12/30/2021,1/11/2022,18385.92,,1,2022,Complete,BLDR-061833-2021
0797199562,Building,Deck/Porch,Replacing existing deck (442 sq. ft.) with additional square footage (255 sq. ft.),9/20/2021,10/6/2021,65900,,10,2021,Complete,BLDR-045254-2021
0797193539,Building,Addition,ADD ON GARAGE AND BONUS ROOM,6/20/2003,6/20/2003,30000,38092.65997,6,2003,INACTIVE (INSPECTIONS COMPLETED),028710
0797186703,Building,Alteration/Repairs,FINISH BONUS ROOM WITHOUT PERMITS,6/14/2019,8/15/2019,9927,,8,2019,Complete,158537
0797186703,Building,Deck/Porch,SIERRA STRUCTURES WILL PROVIDE LABOR AND MATERIALS TO CONSTRUCT A 324 SQ FT WOOD DECK,5/27/2021,7/14/2021,11638,,7,2021,Complete,BLDR-025876-2021
0797149921,Building,Alterations/repairs,FINISH ATTIC,10/28/2005,10/31/2005,5000,38840.59524,10,2005,INACTIVE (INSPECTIONS COMPLETED),051576
0797149921,Building,Alterations/repairs,CONVERT UNFINISHED SPACE TO BONUS ROOM,10/2/2018,10/3/2018,3000,,10,2018,ACTIVE  (ISSUED),152573
0797113756,Building,Addition,"REAR ADDITION TO INCLUDE NEW KITCHEN, MASDTER BATHROOM NAD 2ND FLOOR CLOSET. INTERIOR RENOVATION ON",3/1/2021,4/6/2021,175455.48,,4,2021,Complete,BLDR-009463-2021
0797111531,Building,Other,REBUILD EXISTING DECK & ADD SCREEN PORCH,9/22/2017,9/28/2017,20000,,9,2017,ACTIVE  (ISSUED),143431
0797111531,Building,Alterations/repairs,REMODEL KITCHEN & HALL BATH,9/13/2017,9/13/2017,55000,,9,2017,ACTIVE  (ISSUED),143232
0797105311,Building,Other,DECK,11/25/2002,11/25/2002,4000,,11,2002,INACTIVE (INSPECTIONS COMPLETED),024191
0797104121,Building,Other,POOL CABANA,1/21/2003,1/21/2003,12000,,1,2003,INACTIVE (INSPECTIONS COMPLETED),025145
0797079957,Building,Alterations/repairs,,2/7/2006,2/7/2006,3805,38789.60171,2,2006,INACTIVE (INSPECTIONS COMPLETED),053752
0796988571,Building,Alterations/repairs,"ADD BATHROOM, PARTITION ROOM",4/28/2003,4/28/2003,2000,,4,2003,INACTIVE (INSPECTIONS COMPLETED),027287
0796982901,Building,Addition,2 CAR GARAGE ADDITION,4/23/2009,4/23/2009,47000,40093.50157,4,2009,INACTIVE (INSPECTIONS COMPLETED),080543
0796982901,Building,Alterations/repairs,"ENLARGE KITCHEN, ADD 1/2 BATH, LAUNDRY ROOM",4/23/2009,4/23/2009,20000,40093.50157,4,2009,INACTIVE (INSPECTIONS COMPLETED),080542
0796982901,Building,Alterations/repairs,CONVERTING CARPORT TO FAMILY ROOM,1/31/2008,2/1/2008,54000,39546.78782,2,2008,INACTIVE (INSPECTIONS COMPLETED),072759
0796968344,Building,Alterations/repairs,REPAIR FIRE DAMAGE,11/1/2012,11/27/2012,35000,41542.49994,11,2012,INACTIVE (INSPECTIONS COMPLETED),102784
0796968344,Building,NON-CONSTRUCTION INSPECTION,FIRE DAMAGE INSPECTION,10/31/2012,10/31/2012,0,,10,2012,INACTIVE (INSPECTIONS COMPLETED),102735
0796968344,Building,NON-CONSTRUCTION INSPECTION,FIRE DAMAGE INSPECTION,11/20/2012,11/20/2012,0,,11,2012,INACTIVE (INSPECTIONS COMPLETED),103110
0796968344,Building,NON-CONSTRUCTION INSPECTION,ENTERTAINMENT CTR INSPECTION,11/29/2006,11/29/2006,0,,11,2006,INACTIVE (INSPECTIONS COMPLETED),061945
0796968344,Building,NON-CONSTRUCTION INSPECTION,ENTERTAINMENT CTR INSPECTION,6/9/2005,6/9/2005,0,,6,2005,ACTIVE  (ISSUED),047470
0796968323,Building,Deck/Porch,Replace existing deck. Same dimensions,9/3/2025,9/17/2025,13789,,9,2025,Complete,BLDR-040607-2025
0796967279,Building,Alterations/repairs,"REPAIR ROOF TRUSSES, NEW ROOF, REPAIR STORM DAMAGE",3/18/2008,3/18/2008,21000,,3,2008,INACTIVE (INSPECTIONS COMPLETED),073702
0796965166,Building,Alteration/Repairs,Stand alone dehumidifier drains to drain line & no mechanical work required.  Enclose existing crawl,10/22/2020,11/3/2020,4338,,11,2020,Complete,BLDR-043836-2020
0796957648,Building,Addition,"ENCLOSE BREEZEWAY, NEW WH, ELEC PANEL",4/5/2012,4/5/2012,14500,41044.6047,4,2012,INACTIVE (INSPECTIONS COMPLETED),098674
0796957648,Building,Addition,SUNROOM AND DECK,8/1/2005,8/2/2005,8800,38723.63431,8,2005,INACTIVE (INSPECTIONS COMPLETED),049078
0796957648,Building,Addition,GARAGE & BONUS ROOM,7/27/2001,7/27/2001,12000,37419.80973,7,2001,INACTIVE (INSPECTIONS COMPLETED),012482
0796937673,Building,Alterations/repairs,SEPERATING ONE ROOM INTO 2 ROOMS,3/10/2014,3/10/2014,2425,41732.53277,3,2014,INACTIVE (INSPECTIONS COMPLETED),112687
0796937673,Building,New Building,TOWNHOUSE LOT 49 / ASCOT TYPICAL,11/30/2000,2/5/2001,95919,37552.73869,2,2001,INACTIVE (INSPECTIONS COMPLETED),006170
0796937096,Building,New Building,TOWNHOME TYPICAL 139213 LOT 76,11/15/2002,12/13/2002,206250,38484.57594,12,2002,INACTIVE (INSPECTIONS COMPLETED),023902
0796936208,Building,New Building,TOWNHOUSE LOT 30 / BELMONT TYPICAL,11/30/2000,2/5/2001,114650,37158.64466,2,2001,INACTIVE (INSPECTIONS COMPLETED),006159
0796936104,Building,New Building,TOWNHOUSE LOT 34/ BELMONT TYPICAL,11/30/2000,2/5/2001,114650,37126.81041,2,2001,INACTIVE (INSPECTIONS COMPLETED),006163
0796935251,Building,New Building,TOWNHOUSE LOT 31/ BELMONT TYPICAL,11/30/2000,2/5/2001,114650,37251.62946,2,2001,INACTIVE (INSPECTIONS COMPLETED),006160
0796935057,Building,New Building,TOWNHOUSE LOT 35/ BELMONT TYPICAL,11/30/2000,2/5/2001,114650,37099.67789,2,2001,INACTIVE (INSPECTIONS COMPLETED),006164
0796934221,Building,New Building,TOWNHOUSE---BELMONT PLAN,6/26/2000,7/25/2000,120191,,7,2000,INACTIVE (INSPECTIONS COMPLETED),002632
0796934027,Building,New Building,TOWNHOUSE---BELMONT,6/26/2000,7/25/2000,120191,36965.77676,7,2000,INACTIVE (INSPECTIONS COMPLETED),002636
0796926855,Building,New Building,DUPLEX TOWNHOME,4/8/2002,6/18/2002,110000,37830.73691,6,2002,INACTIVE (INSPECTIONS COMPLETED),018149
0796926804,Building,New Building,DUPLEX TOWNHOME,4/8/2002,6/18/2002,110000,37917.59498,6,2002,INACTIVE (INSPECTIONS COMPLETED),018150
0796921514,Building,Alterations/repairs,FOUNDATION REPAIR,7/27/2016,7/28/2016,2517,42605.46828,7,2016,INACTIVE (INSPECTIONS COMPLETED),133148
0796891625,Building,Deck/Porch,removal of existing deck to add a screened porch at 261SF.  Proposed patio NOT to be completed at th,3/19/2025,,50000,,,,In Review,BLDR-011915-2025
0796891625,Building,Addition,"removal of existing deck to add a screened porch, 261SF,  utilizing Eze-Breeze.  Electrical included",3/25/2025,4/16/2025,36754.02,,4,2025,Complete,BLDR-012979-2025
0796890863,Building,Alteration/Repairs,POOL WITH CONCRETE PERIMETER,10/6/2015,10/16/2015,0,42293,10,2015,Complete,125924
